,UniqueID,StateAbbr,StateDesc,CityName,GeographicLevel,TractFIPS,CityFIPS,Latitude,Longitude
88,0107000-01073003802,AL,Alabama,Birmingham,Census Tract,1073003802.0,107000.0,33.4785707794, -86.890000907
89,0107000-01073003803,AL,Alabama,Birmingham,Census Tract,1073003803.0,107000.0,33.485945214, -86.869692186
90,0107000-01073003900,AL,Alabama,Birmingham,Census Tract,1073003900.0,107000.0,33.4989959327, -86.8647600038
91,0107000-01073004000,AL,Alabama,Birmingham,Census Tract,1073004000.0,107000.0,33.4953246015, -86.8516232073
92,0107000-01073004200,AL,Alabama,Birmingham,Census Tract,1073004200.0,107000.0,33.5007439361, -86.8270720379
93,0107000-01073004500,AL,Alabama,Birmingham,Census Tract,1073004500.0,107000.0,33.5041857556, -86.8033798346
94,0107000-01073004701,AL,Alabama,Birmingham,Census Tract,1073004701.0,107000.0,33.5075242148, -86.7836675838
95,0107000-01073004702,AL,Alabama,Birmingham,Census Tract,1073004702.0,107000.0,33.5119902661, -86.7694550989
96,0107000-01073004800,AL,Alabama,Birmingham,Census Tract,1073004800.0,107000.0,33.4989064008, -86.78269914
97,0107000-01073004901,AL,Alabama,Birmingham,Census Tract,1073004901.0,107000.0,33.4971595645, -86.7917440668
98,0107000-01073004902,AL,Alabama,Birmingham,Census Tract,1073004902.0,107000.0,33.4935824043, -86.8009294603
99,0107000-01073005000,AL,Alabama,Birmingham,Census Tract,1073005000.0,107000.0,33.4866689795, -86.8173262831
100,0107000-01073005101,AL,Alabama,Birmingham,Census Tract,1073005101.0,107000.0,33.4945909008, -86.834763936
101,0107000-01073005103,AL,Alabama,Birmingham,Census Tract,1073005103.0,107000.0,33.485714885, -86.8327817467
102,0107000-01073005104,AL,Alabama,Birmingham,Census Tract,1073005104.0,107000.0,33.4749941816, -86.8335421747
103,0107000-01073005200,AL,Alabama,Birmingham,Census Tract,1073005200.0,107000.0,33.4806708775, -86.8508671514
104,0107000-01073005302,AL,Alabama,Birmingham,Census Tract,1073005302.0,107000.0,33.5766456449, -86.6965590316
105,0107000-01073005500,AL,Alabama,Birmingham,Census Tract,1073005500.0,107000.0,33.5670293898, -86.8005567213
106,0107000-01073005600,AL,Alabama,Birmingham,Census Tract,1073005600.0,107000.0,33.5200981234, -86.7272063198
107,0107000-01073005701,AL,Alabama,Birmingham,Census Tract,1073005701.0,107000.0,33.4629543329, -86.8898406628
108,0107000-01073005702,AL,Alabama,Birmingham,Census Tract,1073005702.0,107000.0,33.4698691385, -86.874290602
109,0107000-01073005800,AL,Alabama,Birmingham,Census Tract,1073005800.0,107000.0,33.479062325, -86.8128063089
110,0107000-01073005903,AL,Alabama,Birmingham,Census Tract,1073005903.0,107000.0,33.597162309, -86.6766736351
111,0107000-01073005905,AL,Alabama,Birmingham,Census Tract,1073005905.0,107000.0,33.603988456, -86.7008123418
112,0107000-01073005907,AL,Alabama,Birmingham,Census Tract,1073005907.0,107000.0,33.6142861501, -86.6691996417
113,0107000-01073005908,AL,Alabama,Birmingham,Census Tract,1073005908.0,107000.0,33.6182924432, -86.6801483084
114,0107000-01073005909,AL,Alabama,Birmingham,Census Tract,1073005909.0,107000.0,33.611811773, -86.7214221514
115,0107000-01073005910,AL,Alabama,Birmingham,Census Tract,1073005910.0,107000.0,33.6299017499, -86.7194311229
116,0107000-01073010500,AL,Alabama,Birmingham,Census Tract,1073010500.0,107000.0,33.4363786806, -86.9128923072
117,0107000-01073010701,AL,Alabama,Birmingham,Census Tract,1073010701.0,107000.0,33.473886155, -86.8146487762
118,0107000-01073010706,AL,Alabama,Birmingham,Census Tract,1073010706.0,107000.0,33.4443709442, -86.8405352645
119,0107000-01073010801,AL,Alabama,Birmingham,Census Tract,1073010801.0,107000.0,33.514097853, -86.7466971362
120,0107000-01073010802,AL,Alabama,Birmingham,Census Tract,1073010802.0,107000.0,33.4885493477, -86.780843024
121,0107000-01073010803,AL,Alabama,Birmingham,Census Tract,1073010803.0,107000.0,33.5229093892, -86.7102618642
122,0107000-01073010805,AL,Alabama,Birmingham,Census Tract,1073010805.0,107000.0,33.4952792472, -86.6987184974
123,0107000-01073011104,AL,Alabama,Birmingham,Census Tract,1073011104.0,107000.0,33.6159436433, -86.6557892507
124,0107000-01073011107,AL,Alabama,Birmingham,Census Tract,1073011107.0,107000.0,33.5804845249, -86.6301110961
125,0107000-01073011108,AL,Alabama,Birmingham,Census Tract,1073011108.0,107000.0,33.6050742596, -86.6316729386
126,0107000-01073011207,AL,Alabama,Birmingham,Census Tract,1073011207.0,107000.0,33.6718848706, -86.6772510465
127,0107000-01073011209,AL,Alabama,Birmingham,Census Tract,1073011209.0,107000.0,33.6557189992, -86.7050698349
128,0107000-01073011210,AL,Alabama,Birmingham,Census Tract,1073011210.0,107000.0,33.6641893755, -86.6956170686
129,0107000-01073011803,AL,Alabama,Birmingham,Census Tract,1073011803.0,107000.0,33.6252575173, -86.6998610409
130,0107000-01073011804,AL,Alabama,Birmingham,Census Tract,1073011804.0,107000.0,33.6474916175, -86.7042974424
131,0107000-01073011901,AL,Alabama,Birmingham,Census Tract,1073011901.0,107000.0,33.6355414646, -86.736946691
132,0107000-01073011904,AL,Alabama,Birmingham,Census Tract,1073011904.0,107000.0,33.593140185, -86.7357930541
133,0107000-01073012001,AL,Alabama,Birmingham,Census Tract,1073012001.0,107000.0,33.5919486112, -86.864384068
134,0107000-01073012002,AL,Alabama,Birmingham,Census Tract,1073012002.0,107000.0,33.5859234197, -86.8357007188
135,0107000-01073012200,AL,Alabama,Birmingham,Census Tract,1073012200.0,107000.0,33.5967441904, -87.0879396857
136,0107000-01073012302,AL,Alabama,Birmingham,Census Tract,1073012302.0,107000.0,33.5542816352, -87.0544691416
137,0107000-01073012305,AL,Alabama,Birmingham,Census Tract,1073012305.0,107000.0,33.4695358064, -86.96831739
138,0107000-01073012401,AL,Alabama,Birmingham,Census Tract,1073012401.0,107000.0,33.5571951048, -86.8777935049
139,0107000-01073012402,AL,Alabama,Birmingham,Census Tract,1073012402.0,107000.0,33.549984172, -86.8994543327
140,0107000-01073012500,AL,Alabama,Birmingham,Census Tract,1073012500.0,107000.0,33.529160486, -86.9346476445
141,0107000-01073012602,AL,Alabama,Birmingham,Census Tract,1073012602.0,107000.0,33.570164674, -86.666430582
142,0107000-01073012701,AL,Alabama,Birmingham,Census Tract,1073012701.0,107000.0,33.5484078071, -86.6323773455
143,0107000-01073012703,AL,Alabama,Birmingham,Census Tract,1073012703.0,107000.0,33.4681180943, -86.6671888213
144,0107000-01073012704,AL,Alabama,Birmingham,Census Tract,1073012704.0,107000.0,33.5034195908, -86.6180983403
145,0107000-01073012803,AL,Alabama,Birmingham,Census Tract,1073012803.0,107000.0,33.4439425865, -86.7212936938
146,0107000-01073012910,AL,Alabama,Birmingham,Census Tract,1073012910.0,107000.0,33.4345805042, -86.7263292059
147,0107000-01073013002,AL,Alabama,Birmingham,Census Tract,1073013002.0,107000.0,33.46604181, -86.8567287797
148,0107000-01073013100,AL,Alabama,Birmingham,Census Tract,1073013100.0,107000.0,33.44880214, -86.8878401579
149,0107000-01073013300,AL,Alabama,Birmingham,Census Tract,1073013300.0,107000.0,33.4396443569, -86.9248768665
150,0107000-01073013901,AL,Alabama,Birmingham,Census Tract,1073013901.0,107000.0,33.4729384906, -86.9547337648
151,0107000-01073014302,AL,Alabama,Birmingham,Census Tract,1073014302.0,107000.0,33.4244658829, -86.8841474217
152,0107000-01073014413,AL,Alabama,Birmingham,Census Tract,1073014413.0,107000.0,33.4226593117, -86.8508620751
153,0107000-01117030213,AL,Alabama,Birmingham,Census Tract,1117030213.0,107000.0,33.4395975193, -86.6735959359
154,0107000-01117030217,AL,Alabama,Birmingham,Census Tract,1117030217.0,107000.0,33.4556995763, -86.6520208639
155,0107000-01117030303,AL,Alabama,Birmingham,Census Tract,1117030303.0,107000.0,33.4258661239, -86.713819356
2851,0135896,AL,Alabama,Hoover,City,,135896.0,33.3767602729, -86.8051937568
2853,0135896-01073012704,AL,Alabama,Hoover,Census Tract,1073012704.0,135896.0,33.4672065229, -86.6193433254
2854,0135896-01073012906,AL,Alabama,Hoover,Census Tract,1073012906.0,135896.0,33.4045161403, -86.7876502287
2855,0135896-01073012907,AL,Alabama,Hoover,Census Tract,1073012907.0,135896.0,33.4026873912, -86.770945069
2856,0135896-01073012908,AL,Alabama,Hoover,Census Tract,1073012908.0,135896.0,33.3984946605, -86.7988914335
2857,0135896-01073012910,AL,Alabama,Hoover,Census Tract,1073012910.0,135896.0,33.418693772, -86.722131839
2858,0135896-01073012912,AL,Alabama,Hoover,Census Tract,1073012912.0,135896.0,33.3839016626, -86.7952291977
2859,0135896-01073012913,AL,Alabama,Hoover,Census Tract,1073012913.0,135896.0,33.373607893, -86.793375026
2860,0135896-01073014203,AL,Alabama,Hoover,Census Tract,1073014203.0,135896.0,33.3128046299, -86.900502008
2861,0135896-01073014204,AL,Alabama,Hoover,Census Tract,1073014204.0,135896.0,33.3391783494, -86.8888460736
2862,0135896-01073014302,AL,Alabama,Hoover,Census Tract,1073014302.0,135896.0,33.3923792867, -86.8833755105
2863,0135896-01073014404,AL,Alabama,Hoover,Census Tract,1073014404.0,135896.0,33.4312136699, -86.8228782375
2864,0135896-01073014405,AL,Alabama,Hoover,Census Tract,1073014405.0,135896.0,33.4223942211, -86.8292726164
2865,0135896-01073014406,AL,Alabama,Hoover,Census Tract,1073014406.0,135896.0,33.4019456118, -86.8333493253
2866,0135896-01073014408,AL,Alabama,Hoover,Census Tract,1073014408.0,135896.0,33.3714906081, -86.8110962421
2867,0135896-01073014409,AL,Alabama,Hoover,Census Tract,1073014409.0,135896.0,33.3940185192, -86.814740369
2868,0135896-01073014410,AL,Alabama,Hoover,Census Tract,1073014410.0,135896.0,33.3494208078, -86.8444278718
2869,0135896-01073014412,AL,Alabama,Hoover,Census Tract,1073014412.0,135896.0,33.4019806536, -86.8503435747
2870,0135896-01073014413,AL,Alabama,Hoover,Census Tract,1073014413.0,135896.0,33.3733919761, -86.8534900912
2871,0135896-01117030212,AL,Alabama,Hoover,Census Tract,1117030212.0,135896.0,33.423125404, -86.6963918322
2872,0135896-01117030216,AL,Alabama,Hoover,Census Tract,1117030216.0,135896.0,33.417421408, -86.6452578981
2873,0135896-01117030217,AL,Alabama,Hoover,Census Tract,1117030217.0,135896.0,33.4384217583, -86.6382002523
2874,0135896-01117030303,AL,Alabama,Hoover,Census Tract,1117030303.0,135896.0,33.4073891991, -86.7208501712
2875,0135896-01117030304,AL,Alabama,Hoover,Census Tract,1117030304.0,135896.0,33.3846264819, -86.7606477683
2876,0135896-01117030305,AL,Alabama,Hoover,Census Tract,1117030305.0,135896.0,33.3506323247, -86.7740677526
2877,0135896-01117030314,AL,Alabama,Hoover,Census Tract,1117030314.0,135896.0,33.3586019342, -86.7921165874
2878,0135896-01117030330,AL,Alabama,Hoover,Census Tract,1117030330.0,135896.0,33.413982377, -86.6887566067
2879,0135896-01117030333,AL,Alabama,Hoover,Census Tract,1117030333.0,135896.0,33.3483899528, -86.8194470284
2880,0135896-01117030334,AL,Alabama,Hoover,Census Tract,1117030334.0,135896.0,33.3045872589, -86.8872412717
2881,0135896-01117030344,AL,Alabama,Hoover,Census Tract,1117030344.0,135896.0,33.4099905522, -86.6692093971
3713,0137000,AL,Alabama,Huntsville,City,,137000.0,34.6989692671, -86.6387042882
3715,0137000-01083020802,AL,Alabama,Huntsville,Census Tract,1083020802.0,137000.0,34.7787037744, -86.7954879957
3716,0137000-01083021200,AL,Alabama,Huntsville,Census Tract,1083021200.0,137000.0,34.6542365337, -86.8340393074
3717,0137000-01089000201,AL,Alabama,Huntsville,Census Tract,1089000201.0,137000.0,34.7741553775, -86.549549341
3718,0137000-01089000202,AL,Alabama,Huntsville,Census Tract,1089000202.0,137000.0,34.77912474, -86.5733058245
3719,0137000-01089000301,AL,Alabama,Huntsville,Census Tract,1089000301.0,137000.0,34.7830430159, -86.5898406106
3720,0137000-01089000302,AL,Alabama,Huntsville,Census Tract,1089000302.0,137000.0,34.7823282055, -86.6077359957
3721,0137000-01089000403,AL,Alabama,Huntsville,Census Tract,1089000403.0,137000.0,34.804976161, -86.6173786791
3722,0137000-01089000501,AL,Alabama,Huntsville,Census Tract,1089000501.0,137000.0,34.7752235372, -86.6353459087
3723,0137000-01089000502,AL,Alabama,Huntsville,Census Tract,1089000502.0,137000.0,34.7679301607, -86.6346783481
3724,0137000-01089000503,AL,Alabama,Huntsville,Census Tract,1089000503.0,137000.0,34.7628782392, -86.6284919984
3725,0137000-01089000601,AL,Alabama,Huntsville,Census Tract,1089000601.0,137000.0,34.7538633977, -86.6345027163
3726,0137000-01089000602,AL,Alabama,Huntsville,Census Tract,1089000602.0,137000.0,34.7547187585, -86.6194210493
3727,0137000-01089000701,AL,Alabama,Huntsville,Census Tract,1089000701.0,137000.0,34.7672349743, -86.6021900616
3728,0137000-01089000702,AL,Alabama,Huntsville,Census Tract,1089000702.0,137000.0,34.7544696123, -86.6028564877
3729,0137000-01089000901,AL,Alabama,Huntsville,Census Tract,1089000901.0,137000.0,34.7596737349, -86.5476195578
3730,0137000-01089000902,AL,Alabama,Huntsville,Census Tract,1089000902.0,137000.0,34.7450023943, -86.5537451839
3731,0137000-01089001000,AL,Alabama,Huntsville,Census Tract,1089001000.0,137000.0,34.7422454743, -86.5731180893
3732,0137000-01089001200,AL,Alabama,Huntsville,Census Tract,1089001200.0,137000.0,34.7338446796, -86.605401548
3733,0137000-01089001301,AL,Alabama,Huntsville,Census Tract,1089001301.0,137000.0,34.7415924441, -86.6376750613
3734,0137000-01089001302,AL,Alabama,Huntsville,Census Tract,1089001302.0,137000.0,34.7435758414, -86.6210579514
3735,0137000-01089001401,AL,Alabama,Huntsville,Census Tract,1089001401.0,137000.0,34.7398202092, -86.7028564991
3736,0137000-01089001402,AL,Alabama,Huntsville,Census Tract,1089001402.0,137000.0,34.7230064375, -86.6778493286
3737,0137000-01089001500,AL,Alabama,Huntsville,Census Tract,1089001500.0,137000.0,34.7275749675, -86.628652905
3738,0137000-01089001700,AL,Alabama,Huntsville,Census Tract,1089001700.0,137000.0,34.7273192067, -86.5673769121
3739,0137000-01089001801,AL,Alabama,Huntsville,Census Tract,1089001801.0,137000.0,34.7319277032, -86.541048163
3740,0137000-01089001901,AL,Alabama,Huntsville,Census Tract,1089001901.0,137000.0,34.7097766001, -86.5513936181
3741,0137000-01089001902,AL,Alabama,Huntsville,Census Tract,1089001902.0,137000.0,34.6831042257, -86.5340662737
3742,0137000-01089001903,AL,Alabama,Huntsville,Census Tract,1089001903.0,137000.0,34.689797268, -86.560919114
3743,0137000-01089002000,AL,Alabama,Huntsville,Census Tract,1089002000.0,137000.0,34.7119346746, -86.5826069614
3744,0137000-01089002100,AL,Alabama,Huntsville,Census Tract,1089002100.0,137000.0,34.7178406212, -86.6062334588
3745,0137000-01089002200,AL,Alabama,Huntsville,Census Tract,1089002200.0,137000.0,34.7165376104, -86.6298997727
3746,0137000-01089002300,AL,Alabama,Huntsville,Census Tract,1089002300.0,137000.0,34.7055173887, -86.6182383928
3747,0137000-01089002400,AL,Alabama,Huntsville,Census Tract,1089002400.0,137000.0,34.6908031806, -86.6186517968
3748,0137000-01089002501,AL,Alabama,Huntsville,Census Tract,1089002501.0,137000.0,34.6994651654, -86.5969623785
3749,0137000-01089002502,AL,Alabama,Huntsville,Census Tract,1089002502.0,137000.0,34.6801074903, -86.5952973836
3750,0137000-01089002600,AL,Alabama,Huntsville,Census Tract,1089002600.0,137000.0,34.6915407457, -86.5750840742
3751,0137000-01089002701,AL,Alabama,Huntsville,Census Tract,1089002701.0,137000.0,34.6613750785, -86.563251232
3752,0137000-01089002721,AL,Alabama,Huntsville,Census Tract,1089002721.0,137000.0,34.6590490545, -86.5478368534
3753,0137000-01089002722,AL,Alabama,Huntsville,Census Tract,1089002722.0,137000.0,34.6560827987, -86.5289542697
3754,0137000-01089002801,AL,Alabama,Huntsville,Census Tract,1089002801.0,137000.0,34.6576156753, -86.5825008433
3755,0137000-01089002802,AL,Alabama,Huntsville,Census Tract,1089002802.0,137000.0,34.608412307, -86.5753881086
3756,0137000-01089002911,AL,Alabama,Huntsville,Census Tract,1089002911.0,137000.0,34.6365918348, -86.5527165626
3757,0137000-01089002912,AL,Alabama,Huntsville,Census Tract,1089002912.0,137000.0,34.6350692732, -86.5282060629
3758,0137000-01089002921,AL,Alabama,Huntsville,Census Tract,1089002921.0,137000.0,34.6092624615, -86.5553843441
3759,0137000-01089002922,AL,Alabama,Huntsville,Census Tract,1089002922.0,137000.0,34.612755588, -86.5329568642
3760,0137000-01089003000,AL,Alabama,Huntsville,Census Tract,1089003000.0,137000.0,34.7507614382, -86.5879318773
3761,0137000-01089003100,AL,Alabama,Huntsville,Census Tract,1089003100.0,137000.0,34.7299268518, -86.5859709335
3762,0137000-01089010502,AL,Alabama,Huntsville,Census Tract,1089010502.0,137000.0,34.8389944775, -86.6593590601
3763,0137000-01089010612,AL,Alabama,Huntsville,Census Tract,1089010612.0,137000.0,34.7636374497, -86.7500225775
3764,0137000-01089010621,AL,Alabama,Huntsville,Census Tract,1089010621.0,137000.0,34.7976427007, -86.6775680789
3765,0137000-01089010622,AL,Alabama,Huntsville,Census Tract,1089010622.0,137000.0,34.7576315792, -86.6692300807
3766,0137000-01089010623,AL,Alabama,Huntsville,Census Tract,1089010623.0,137000.0,34.7808033041, -86.7409717865
3767,0137000-01089010624,AL,Alabama,Huntsville,Census Tract,1089010624.0,137000.0,34.7900944498, -86.7834831275
3768,0137000-01089010701,AL,Alabama,Huntsville,Census Tract,1089010701.0,137000.0,34.8377268097, -86.6324691049
3769,0137000-01089010702,AL,Alabama,Huntsville,Census Tract,1089010702.0,137000.0,34.81038039, -86.5608386672
3770,0137000-01089010800,AL,Alabama,Huntsville,Census Tract,1089010800.0,137000.0,34.7460884751, -86.5129810014
3771,0137000-01089010901,AL,Alabama,Huntsville,Census Tract,1089010901.0,137000.0,34.6739365015, -86.4700242692
3772,0137000-01089010902,AL,Alabama,Huntsville,Census Tract,1089010902.0,137000.0,34.6454284985, -86.4352848673
3837,0137000-01089011011,AL,Alabama,Huntsville,Census Tract,1089011011.0,137000.0,34.7457774598, -86.7739696883
3838,0137000-01089011012,AL,Alabama,Huntsville,Census Tract,1089011012.0,137000.0,34.7549560199, -86.7228197744
3773,0137000-01089011022,AL,Alabama,Huntsville,Census Tract,1089011022.0,137000.0,34.6990029313, -86.7108145743
3774,0137000-01089011100,AL,Alabama,Huntsville,Census Tract,1089011100.0,137000.0,34.678659986, -86.6942482318
3775,0137000-01089011200,AL,Alabama,Huntsville,Census Tract,1089011200.0,137000.0,34.6314816416, -86.7569226404
3776,0137000-01089011300,AL,Alabama,Huntsville,Census Tract,1089011300.0,137000.0,34.5871495414, -86.5141757841
5549,0150000,AL,Alabama,Mobile,City,,150000.0,30.6776248648, -88.1184482714
5551,0150000-01097000200,AL,Alabama,Mobile,Census Tract,1097000200.0,150000.0,30.6911143459, -88.0480222466
5552,0150000-01097000401,AL,Alabama,Mobile,Census Tract,1097000401.0,150000.0,30.699084069, -88.058885762
5553,0150000-01097000402,AL,Alabama,Mobile,Census Tract,1097000402.0,150000.0,30.7043269797, -88.0521437726
5554,0150000-01097000500,AL,Alabama,Mobile,Census Tract,1097000500.0,150000.0,30.7055497028, -88.0663774985
5555,0150000-01097000600,AL,Alabama,Mobile,Census Tract,1097000600.0,150000.0,30.7121364165, -88.0759539596
5556,0150000-01097000701,AL,Alabama,Mobile,Census Tract,1097000701.0,150000.0,30.7128424648, -88.0861100988
5557,0150000-01097000702,AL,Alabama,Mobile,Census Tract,1097000702.0,150000.0,30.7212474206, -88.0937646151
5558,0150000-01097000800,AL,Alabama,Mobile,Census Tract,1097000800.0,150000.0,30.705909554, -88.0923250223
5559,0150000-01097000901,AL,Alabama,Mobile,Census Tract,1097000901.0,150000.0,30.6919609185, -88.0738103038
5560,0150000-01097000902,AL,Alabama,Mobile,Census Tract,1097000902.0,150000.0,30.6834130911, -88.0744007026
5561,0150000-01097000903,AL,Alabama,Mobile,Census Tract,1097000903.0,150000.0,30.6773945427, -88.0734909831
5562,0150000-01097001001,AL,Alabama,Mobile,Census Tract,1097001001.0,150000.0,30.6868735828, -88.0602180151
5563,0150000-01097001002,AL,Alabama,Mobile,Census Tract,1097001002.0,150000.0,30.6779765752, -88.0606970022
5564,0150000-01097001100,AL,Alabama,Mobile,Census Tract,1097001100.0,150000.0,30.6778504152, -88.0488553183
5565,0150000-01097001200,AL,Alabama,Mobile,Census Tract,1097001200.0,150000.0,30.691037817, -88.0266676807
5566,0150000-01097001302,AL,Alabama,Mobile,Census Tract,1097001302.0,150000.0,30.6668655828, -88.063397619
5567,0150000-01097001400,AL,Alabama,Mobile,Census Tract,1097001400.0,150000.0,30.6681980465, -88.0769676916
5568,0150000-01097001501,AL,Alabama,Mobile,Census Tract,1097001501.0,150000.0,30.6551300583, -88.0777450896
5569,0150000-01097001502,AL,Alabama,Mobile,Census Tract,1097001502.0,150000.0,30.6568785057, -88.0688373986
5570,0150000-01097001800,AL,Alabama,Mobile,Census Tract,1097001800.0,150000.0,30.5895823457, -88.0711539453
5571,0150000-01097001901,AL,Alabama,Mobile,Census Tract,1097001901.0,150000.0,30.5879745542, -88.0902169241
5572,0150000-01097001902,AL,Alabama,Mobile,Census Tract,1097001902.0,150000.0,30.6032500646, -88.0983946403
5573,0150000-01097002000,AL,Alabama,Mobile,Census Tract,1097002000.0,150000.0,30.6150887081, -88.1166114551
5574,0150000-01097002100,AL,Alabama,Mobile,Census Tract,1097002100.0,150000.0,30.6442955346, -88.1118639004
5575,0150000-01097002200,AL,Alabama,Mobile,Census Tract,1097002200.0,150000.0,30.6500985912, -88.1000989399
5576,0150000-01097002301,AL,Alabama,Mobile,Census Tract,1097002301.0,150000.0,30.6496102778, -88.0922702421
5577,0150000-01097002302,AL,Alabama,Mobile,Census Tract,1097002302.0,150000.0,30.652468098, -88.0853320924
5578,0150000-01097002400,AL,Alabama,Mobile,Census Tract,1097002400.0,150000.0,30.669092268, -88.092562406
5579,0150000-01097002501,AL,Alabama,Mobile,Census Tract,1097002501.0,150000.0,30.6798434343, -88.0933051805
5580,0150000-01097002502,AL,Alabama,Mobile,Census Tract,1097002502.0,150000.0,30.6922510523, -88.0897047531
5581,0150000-01097002600,AL,Alabama,Mobile,Census Tract,1097002600.0,150000.0,30.707286781, -88.1107454976
5582,0150000-01097002700,AL,Alabama,Mobile,Census Tract,1097002700.0,150000.0,30.6950323278, -88.1140854554
5583,0150000-01097002800,AL,Alabama,Mobile,Census Tract,1097002800.0,150000.0,30.6825778293, -88.114482484
5584,0150000-01097002900,AL,Alabama,Mobile,Census Tract,1097002900.0,150000.0,30.6666476217, -88.1167950538
5585,0150000-01097003000,AL,Alabama,Mobile,Census Tract,1097003000.0,150000.0,30.6270831564, -88.1378297631
5586,0150000-01097003100,AL,Alabama,Mobile,Census Tract,1097003100.0,150000.0,30.6434608725, -88.1437968495
5587,0150000-01097003202,AL,Alabama,Mobile,Census Tract,1097003202.0,150000.0,30.6555596666, -88.1530542944
5588,0150000-01097003203,AL,Alabama,Mobile,Census Tract,1097003203.0,150000.0,30.6692022792, -88.1601468798
5589,0150000-01097003204,AL,Alabama,Mobile,Census Tract,1097003204.0,150000.0,30.6698153389, -88.1370982243
5590,0150000-01097003205,AL,Alabama,Mobile,Census Tract,1097003205.0,150000.0,30.6609259649, -88.1415501509
5591,0150000-01097003301,AL,Alabama,Mobile,Census Tract,1097003301.0,150000.0,30.6810328101, -88.1375068452
5592,0150000-01097003302,AL,Alabama,Mobile,Census Tract,1097003302.0,150000.0,30.6986316684, -88.136200168
5593,0150000-01097003402,AL,Alabama,Mobile,Census Tract,1097003402.0,150000.0,30.7321419838, -88.1398840424
5594,0150000-01097003404,AL,Alabama,Mobile,Census Tract,1097003404.0,150000.0,30.7156640705, -88.1988146358
5595,0150000-01097003405,AL,Alabama,Mobile,Census Tract,1097003405.0,150000.0,30.7142540072, -88.182524854
